0.0;20.0;5.0
0.5;8.712193210196942;8.424233272971598
1.0;2.683276525292052;8.849906041867586
1.5;0.9026894192277091;7.827041297535956
2.0;0.3732053460687803;6.596367865320602
2.5;0.19417645471656134;5.473448866594755
3.0;0.12427379598760958;4.515922238908004
3.5;0.0947756450615188;3.717238263825548
4.0;0.08360789445361082;3.0568596049926033
4.5;0.0831682223674605;2.513113533425117
5.0;0.09131790677144097;2.066490497570479
5.5;0.10872957126349045;1.7003134006756544
6.0;0.1383458232569724;1.400643312124327
6.5;0.18584342189088773;1.155978803815445
7.0;0.2609352098859356;0.9569307629929547
7.5;0.3797512405142206;0.7959376320780602
8.0;0.5688657425254215;0.6670514368181717
8.5;0.8719256052886071;0.5658255611851526
9.0;1.3603289805723153;0.48936758806357444
9.5;2.1498686277157706;0.4367172037486857
10.0;3.424964064413752;0.409988997070525
10.5;5.468029732862655;0.4176074148433392
11.0;8.671267165777936;0.48413849280609245
11.5;13.418462865600622;0.6840266448402698
12.0;19.342964691441892;1.2688081325059763
12.5;22.50264513800823;3.0384925599760373
13.0;15.107002069974598;6.628795385426759
13.5;5.276926256120037;8.830417604597837
14.0;1.67721979050555;8.391154648450579
14.5;0.6196724388632142;7.227915366652574
15.0;0.2863727947827439;6.043262693316948
15.5;0.16496480942815578;5.001493648924434
16.0;0.11509562618956612;4.122915153079033
16.5;0.09428859762835484;3.3930057305545294
17.0;0.08822476082017254;2.7905370908084524
17.5;0.09210454757014983;2.2949409821578324
18.0;0.10520758489293516;1.8881585362782836
18.5;0.12937608847312937;1.5549074257438331
19.0;0.16899784546084662;1.2824855354571147
19.5;0.2319051171885767;1.0604622284597007
20.0;0.3312396768745439;0.8803774221171791
20.5;0.48869436400060706;0.7354961110885827
21.0;0.7398990788379219;0.6206496467522217
21.5;1.1431635344510016;0.5322116857692372
22.0;1.7932781840416139;0.4683206403031961
22.5;2.8422010137786202;0.42964406815485584
23.0;4.526462621175028;0.42153718921975647
